participant_number,ResponseId,has_conversation,conversation_id,UserID,MatchMethod,data_status,treatment,testscore,MessageCount,ConversationDurationMinutes,Session,start_time_unix
349,R_8Kxu5OcvjCpzEiP,True,674f3609-7e10-8009-b714-ddc016967758,Generated_03122024_1747,PromptData,Recovered from promptdata,AI-guided,7.0,31.0,11.237325950463612,Unknown Session,1733212380.0
350,R_8O9eUWpiRBkUktR,True,674f002b-ee88-8012-8b17-5672b9ef05dc,Generated_03122024_1357,PromptData,Recovered from promptdata,AI-guided,9.0,40.0,16.24179193576177,Unknown Session,1733216880.0
351,R_2pvF73TmhhDLTeV,True,674f0cbd-e4a0-8001-a29a-617d28694669,Generated_03122024_1450,PromptData,Recovered from promptdata,AI-guided,7.0,26.0,30.10778301556905,Unknown Session,1733221500.0
352,R_8MIT9DmJ5XOYcrT,False,,,,No conversation data,AI-guided,8.0,0.0,0.0,,
353,R_2i51Xf2HKqFKOUF,True,67505069-1d8c-8008-a9b8-0ac732c5f8e3,,Timestamp,Duplicate,AI-guided,11.0,35.0,0.0,Unknown Session,1733285520.0
354,R_2qrP1bI8e6Lk4EB,False,,,,No conversation data,AI-guided,9.0,0.0,0.0,,
355,R_245mOkK0ZBq8rxD,False,,,,No conversation data,AI-guided,8.0,0.0,0.0,,
356,R_245wmAD38OnfyCi,True,67504fdd-e380-8005-9e57-7d2c2d334549,Generated_04122024_1349,PromptData,Recovered from promptdata,AI-guided,8.0,8.0,15.507158966859182,Unknown Session,1733303400.0
357,R_2nc4qBHmlrrEEw3,True,675063f6-f51c-8001-86e1-3980abfcd04d,Generated_04122024_1515,PromptData,Recovered from promptdata,AI-guided,9.0,16.0,9.865556967258453,Unknown Session,1733307600.0
358,R_80PeY05hVrVv4Es,True,6751c3a2-3b18-8008-984d-956e31b53aeb,,Timestamp,Duplicate,AI-guided,9.0,41.0,0.0,Unknown Session,1733366400.0
359,R_80buEqg5wgPktFv,False,,,,No conversation data,AI-guided,9.0,0.0,0.0,,
360,R_2lSIHJiZh5RAj5b,True,6751c42a-bfb8-8012-8659-7b78f79db409,Generated_05122024_1618,PromptData,Recovered from promptdata,AI-guided,8.0,52.0,20.45018221537272,Unknown Session,1733390160.0
361,R_2KrQaF7qexPxzMF,False,,,,No conversation data,AI-guided,6.0,0.0,0.0,,
362,R_8rI73jMo7px8AlW,False,,,,No conversation data,AI-guided,8.0,0.0,0.0,,
363,R_83fixpr8Ybv9FlJ,False,,,,No conversation data,AI-guided,6.0,0.0,0.0,,
364,R_2QyqLltROt9S9fO,False,,,,No conversation data,AI-assisted,7.0,0.0,0.0,,
365,R_8Aw5rQ9ek5IPu2l,False,,,,No conversation data,AI-guided,10.0,0.0,0.0,,
366,R_8FUPNEUM1UuXrwt,True,674f2385-86e0-8009-b2a7-77faa572cdbb,Generated_03122024_1628,PromptData,Recovered from promptdata,AI-guided,10.0,18.0,8.72525540192922,Unknown Session,1733212380.0
367,R_8JEgbKUmkpulUMQ,True,674eec7e-6a48-8012-ac21-eca6682b8b07,Generated_03122024_1233,PromptData,Recovered from promptdata,AI-guided,5.0,84.0,23.829427285989127,Unknown Session,1733216880.0
368,R_2C3icjM76Larbfm,True,674eda35-0a30-8001-8cac-9c56805f22e0,Generated_03122024_1115,PromptData,Recovered from promptdata,AI-guided,11.0,25.0,17.798959783713023,Unknown Session,1733221500.0
369,R_2Ed4aBGbEfujJoT,False,,,,No conversation data,AI-guided,7.0,0.0,0.0,,
370,R_2GpwN7mLM9wjwlP,False,,,,No conversation data,AI-guided,6.0,0.0,0.0,,
371,R_8dDActHMIOFwZ1f,False,,,,No conversation data,AI-guided,10.0,0.0,0.0,,
372,R_2diKBdyPxhWzVLZ,False,,,,No conversation data,AI-guided,11.0,0.0,0.0,,
373,R_25Bp6o4vQbXHwER,True,67507312-4acc-8008-b57c-6a588a56f33e,Generated_04122024_1619,PromptData,Recovered from promptdata,AI-guided,10.0,32.0,13.952387396494547,Unknown Session,1733298960.0
374,R_8LUROFr3t42l1MK,True,67504189-7c74-8005-a28c-035875662958,Generated_04122024_1248,PromptData,Recovered from promptdata,AI-guided,5.0,30.0,13.639437715212503,Unknown Session,1733303400.0
375,R_82Q3ncNmRayzEKx,True,67505184-09ac-8001-a0a8-1651c3a57292,Generated_04122024_1356,PromptData,Recovered from promptdata,AI-guided,10.0,24.0,15.353435182571411,Unknown Session,1733307600.0
376,R_8EneFc7QJhGsoS5,False,,,,No conversation data,AI-guided,9.0,0.0,0.0,,
377,R_8UCNt86gvYKsDE5,True,6751c42b-acd4-8010-9cce-5c945ce8ced9,Generated_05122024_1618,PromptData,Recovered from promptdata,AI-guided,7.0,6.0,2.8801196972529093,Unknown Session,1733385240.0
378,R_2l9OLVGr5pAePLu,True,675181af-0dd8-8012-8965-63ce27d2189b,Generated_05122024_1134,PromptData,Recovered from promptdata,AI-guided,6.0,16.0,5.414324716726939,Unknown Session,1733390160.0
379,R_8wzgmOo7PR5whW8,True,674da5ba-4754-800d-8728-6a712f5ba880,,Timestamp,Duplicate,AI-guided,5.0,26.0,0.0,Unknown Session,1733112540.0
380,R_2hNfDt58u49xkIh,True,674edc52-4ba8-8007-b07d-e55d177bea8b,,Timestamp,Duplicate,AI-guided,8.0,18.0,0.0,Unknown Session,1733192760.0
381,R_2TNAoGYoMmySRxf,True,674eff08-3f7c-8005-95da-42bb850b3067,,Timestamp,Duplicate,AI-guided,8.0,31.0,0.0,Unknown Session,1733199180.0
382,R_2UEvCkajVHtCC41,False,,,,No conversation data,AI-assisted,9.0,0.0,0.0,,
383,R_2FJw1DkeP6J0aOr,True,674f432b-8278-8012-9664-83e43c70915a,,Timestamp,Duplicate,AI-guided,7.0,30.0,0.0,Unknown Session,1733207820.0
384,R_8dvYAmBhsjKNEmB,True,674f104f-1b5c-8009-bdbd-b8305dc3e2fc,Generated_03122024_1506,PromptData,Recovered from promptdata,AI-guided,6.0,52.0,15.037445282936096,Unknown Session,1733212380.0
385,R_2Y9vpXaVZCTyoO9,True,674ede81-777c-8012-824a-284bd8fe1241,Generated_03122024_1133,PromptData,Recovered from promptdata,Control,5.0,32.0,7.026365466912588,Unknown Session,1733216880.0
386,R_82cFAqoBFHXw4a5,True,674f413f-b8cc-8001-bfce-65f867969639,,RecoveredData,Recovered,AI-guided,10.0,0.0,0.0,Unknown Session,1733221620.0
387,R_2ypzI6PNzy0wuKM,False,,,,No conversation data,AI-guided,9.0,0.0,0.0,,
388,R_27dHzMZJXIfs4v7,True,67504261-af80-8008-bc96-59d82aadc0c1,,Timestamp,Duplicate,AI-guided,,20.0,0.0,Unknown Session,1733285520.0
389,R_8Z5TSQ3hYL8tQzf,True,67505463-41b4-8008-bf9e-cfa5e70777d7,,Timestamp,Duplicate,AI-guided,9.0,10.0,0.0,Unknown Session,1733290020.0
390,R_21dBsYZ2gZm10H5,True,67507504-f97c-8008-a66b-16d49521d129,,Timestamp,Duplicate,AI-guided,,21.0,0.0,Unknown Session,1733294160.0
391,R_8JKOZNvjf92AO4S,False,,,,No conversation data,AI-guided,5.0,0.0,0.0,,
392,R_28G0lkJQWfdyAKA,True,67502fcd-fbfc-8005-9cce-6735c7830e4a,Generated_04122024_1132,PromptData,Recovered from promptdata,AI-guided,8.0,16.0,9.643101684252422,Unknown Session,1733303400.0
393,R_8kd3z8o5je8CVCu,True,675097e0-5a04-800e-9ed5-cb59ae18a187,Generated_04122024_1856,PromptData,Recovered from promptdata,AI-guided,6.0,32.0,13.781262850761411,Unknown Session,1733307600.0
394,R_8wKWCmrWNNJHmfx,False,,,,No conversation data,AI-guided,9.0,0.0,0.0,,
395,R_2JfQNBeL9PDpl59,False,,,,No conversation data,AI-guided,9.0,0.0,0.0,,
396,R_8eIDspwXcBH7Ny9,True,6751d914-a510-8013-a316-02a3ab996e4f,Generated_05122024_1747,PromptData,Recovered from promptdata,AI-guided,7.0,25.0,10.305251852671306,Unknown Session,1733390160.0
397,R_8fkfvwK2fjVzQKh,False,,,,No conversation data,AI-guided,8.0,0.0,0.0,,
398,R_22317AJ06zqaURy,True,674ee98f-66c4-8009-b156-601409bef13c,,Timestamp,Duplicate,AI-guided,6.0,13.0,0.0,Unknown Session,1733192760.0
399,R_8cdF4uxhVksYZLr,False,,,,No conversation data,AI-guided,9.0,0.0,0.0,,
400,R_2w49xkP0YBOm5BA,False,,,,No conversation data,AI-assisted,7.0,0.0,0.0,,
401,R_8i34ElCw39ebJtb,True,674f3315-3934-8012-b416-99531f564e58,,Timestamp,Complete,AI-guided,6.0,65.0,0.0,Unknown Session,1733207820.0
402,R_2jdjrFV67KVDqDT,True,674efdd0-5c64-8009-ba48-72d79c894da9,Generated_03122024_1347,PromptData,Recovered from promptdata,AI-guided,9.0,69.0,14.68939859867096,Unknown Session,1733212380.0
403,R_2DZZZauzs8ZiyCl,True,674f4873-acd4-800e-9fd9-d1369151fffc,Generated_03122024_1905,PromptData,Recovered from promptdata,AI-guided,7.0,14.0,8.70841036637624,Unknown Session,1733221500.0
404,R_2i9uLJNuiHtWQ3X,True,6750305a-caec-800c-8157-993bc7f63411,,Timestamp,Duplicate,AI-guided,11.0,26.0,0.0,Unknown Session,1733279220.0
405,R_2gkbikihJ5EpfmF,True,67505101-eadc-800c-864d-5861a23f3ab0,,Timestamp,Duplicate,AI-guided,8.0,24.0,0.0,Unknown Session,1733285520.0
406,R_2mfMPQ1sO3vsuhv,True,67506105-82e0-8012-a877-4739ea06cc11,,Timestamp,Duplicate,AI-guided,10.0,7.0,0.0,Unknown Session,1733290020.0
407,R_2QyIMjtklxZcPhn,True,67507588-a5c4-8008-9845-f1ca498ed546,,Timestamp,Duplicate,AI-guided,6.0,12.0,0.0,Unknown Session,1733294160.0
408,R_8roy4KiCT5cYGLc,False,,,,No conversation data,AI-guided,4.0,0.0,0.0,,
409,R_8V3o2j2VvZWK1QB,True,675062d1-e0e0-8012-ba15-df793ae65273,Generated_04122024_1510,PromptData,Recovered from promptdata,AI-guided,5.0,32.0,15.680553948879242,Unknown Session,1733303400.0
410,R_8NsRRSTrF6FPfyi,True,6751c52f-f1c8-8008-a951-9f252c2206d7,,Timestamp,Complete,AI-guided,8.0,43.0,0.0,Unknown Session,1733366400.0
411,R_8prQ2rtPDGulejc,False,,,,No conversation data,AI-guided,8.0,0.0,0.0,,
412,R_85UKRpwUwOPlU5P,True,6751c8b5-7a8c-8013-9be1-d660d8e4f65f,Generated_05122024_1637,PromptData,Recovered from promptdata,AI-guided,5.0,3.0,0.0482342481613159,Unknown Session,1733390160.0
413,R_8qCzIIjxOTtrWA4,False,,,,No conversation data,Control,8.0,0.0,0.0,,
414,R_8gjtu8K99bXRioh,True,674861bb-e28c-8001-b7f0-443332f372a4,,RecoveredData,Recovered,Control,9.0,0.0,0.0,Session 1,1732770600.0
415,R_26LIfacJte64Zyx,True,674da9f5-1754-8007-957e-8d3e9ec67d30,Generated_02122024_1337,PromptData,Recovered from promptdata,Control,10.0,4.0,0.0990249673525492,Unknown Session,1733112600.0
416,R_8nt5wvzxZyTZDEZ,True,674edd72-9bdc-8012-b93f-b767dfbcb716,,Timestamp,Complete,Control,10.0,13.0,0.0,Unknown Session,1733192760.0
417,R_8wzbEL9LphhFZ4l,False,,,,No conversation data,Control,8.0,0.0,0.0,,
418,R_2QAXgrLg39b4uh6,False,,,,No conversation data,Control,10.0,0.0,0.0,,
419,R_8NO1ptm3Ik0gPYh,True,674f4542-621c-800c-8623-e5b46111a818,,Timestamp,Complete,Control,10.0,21.0,0.0,Unknown Session,1733207820.0
420,R_2ydZHcrhe4nEmv7,True,674ee98f-66c4-8009-b156-601409bef13c,Generated_03122024_1220,PromptData,Recovered from promptdata,Control,8.0,12.0,10.614181713263196,Unknown Session,1733212380.0
421,R_2PZZZlWYgPfkZYm,True,674f481f-2fbc-8013-83c7-ff537f724369,Generated_03122024_1904,PromptData,Recovered from promptdata,Control,8.0,28.0,10.810524415969848,Unknown Session,1733216880.0
422,R_2lzwFysfCJMlF3G,True,674f332c-0608-800e-ae47-f592b3f98463,Generated_03122024_1734,PromptData,Recovered from promptdata,Control,8.0,30.0,14.349865432580312,Unknown Session,1733221500.0
423,R_2NagJw8EObvrjRT,True,67503743-deb0-8005-8f86-7c8c1ddf0de7,,Timestamp,Duplicate,Control,,4.0,0.0,Unknown Session,1733279220.0
424,R_2gM6MkovkJz9o9X,False,,,,No conversation data,Control,7.0,0.0,0.0,,
425,R_80aMnNdex0m4njr,True,67506105-6a6c-8012-808c-550a16b728b4,,Timestamp,Complete,Control,12.0,57.0,0.0,Unknown Session,1733290020.0
426,R_2K14isw0vo7pWao,False,,,,No conversation data,Control,8.0,0.0,0.0,,
427,R_2gRcoUxLrZQMxnr,True,67505f34-e510-8008-b48c-c492399446cb,Generated_04122024_1455,PromptData,Recovered from promptdata,Control,9.0,33.0,18.48044153054555,Unknown Session,1733298960.0
428,R_2G3qCkAjdj6mdC2,True,67505d60-f930-8012-8f0d-f3b1d667560c,Generated_04122024_1447,PromptData,Recovered from promptdata,Control,7.0,16.0,23.959466616312664,Unknown Session,1733303400.0
429,R_87d1MboujLoWSvk,True,6750856b-7db8-800e-a4fc-b4ce33321940,Generated_04122024_1738,PromptData,Recovered from promptdata,Control,8.0,31.0,16.43769688606262,Unknown Session,1733307600.0
430,R_8iQ2kVTbdpMOjyY,False,,,,No conversation data,Control,11.0,0.0,0.0,,
431,R_8tinxpxTMjNjBx5,False,,,,No conversation data,Control,9.0,0.0,0.0,,
432,R_2CJcdWpzksl6tEl,True,67517de8-96e8-8013-b686-58cbdd254615,Generated_05122024_1118,PromptData,Recovered from promptdata,Control,9.0,10.0,6.343293535709381,Unknown Session,1733390160.0
433,R_8kmEQqPKqtEcKgj,True,6748612d-c46c-8008-9a1e-0269d57a4fb1,,Timestamp,Duplicate,Control,9.0,6.0,0.0,Session 1,1732760700.0
434,R_8IYEZd0vJC0vCU8,True,674861bb-e28c-8001-b7f0-443332f372a4,Generated_28112024_1327,PromptData,Recovered from promptdata,Control,11.0,26.0,13.847119414806366,Session 1,1732770360.0
435,R_20Pcee3winLwPvf,True,674edc3d-4408-8002-b94c-6d32a573741d,,Timestamp,Duplicate,Control,8.0,50.0,0.0,Unknown Session,1733192760.0
436,R_2kePWvsLo0yw2wF,False,,,,No conversation data,Control,10.0,0.0,0.0,,
437,R_2QxtHi49Kcwvup0,False,,,,No conversation data,Control,8.0,0.0,0.0,,
438,R_8Olk8BIewElxW5R,False,,,,No conversation data,Control,5.0,0.0,0.0,,
439,R_8qdJ5jTVr6nmTw9,True,674eedec-063c-8009-bd78-c0adc0d37838,Generated_03122024_1239,PromptData,Recovered from promptdata,Control,8.0,56.0,17.862971500555673,Unknown Session,1733212380.0
440,R_2CYFWEI2Jtmi0pj,True,674f33b3-a94c-8013-8a64-c6d57d4c3d51,Generated_03122024_1737,PromptData,Recovered from promptdata,Control,8.0,30.0,15.016195185979209,Unknown Session,1733216880.0
441,R_8rIzbD580oyaUHK,True,674f23bc-4304-800e-be8d-b43918a4eca9,Generated_03122024_1629,PromptData,Recovered from promptdata,Control,10.0,30.0,12.463653834660848,Unknown Session,1733221500.0
442,R_2Xdtylp7fYm79kX,False,,,,No conversation data,Control,7.0,0.0,0.0,,
443,R_2qg97Pb1eujnwaM,False,,,,No conversation data,Control,9.0,0.0,0.0,,
444,R_2IYhDrJDzyVJz9j,False,,,,No conversation data,Control,10.0,0.0,0.0,,
445,R_2340jl0UI6SPHmU,False,,,,No conversation data,Control,7.0,0.0,0.0,,
446,R_8veUNQojfmcFVyE,True,675096e8-7a30-800c-a9cf-c2ad31aac457,,Timestamp,Duplicate,Control,9.0,13.0,0.0,Unknown Session,1733298960.0
447,R_2IRUwPwxweseXfl,True,67506105-82e0-8012-a877-4739ea06cc11,Generated_04122024_1502,PromptData,Recovered from promptdata,Control,,6.0,2.230258667469025,Unknown Session,1733303400.0
448,R_2dGHH22TJOeuY6p,True,675072f1-aac4-800e-99b0-57fe7e8c1c21,Generated_04122024_1619,PromptData,Recovered from promptdata,Control,10.0,6.0,5.464119497934977,Unknown Session,1733307600.0
449,R_2KPm8ZKzPOLKVkt,False,,,,No conversation data,Control,8.0,0.0,0.0,,
450,R_2k1ujTNGsfSto9y,True,6751c657-1aa0-800d-9812-236f748d8f31,,Timestamp,Duplicate,Control,9.0,13.0,0.0,Unknown Session,1733385240.0
451,R_8YxM21dWOy52cIV,True,67518181-d288-8008-86e1-b883e957268e,Generated_05122024_1133,PromptData,Recovered from promptdata,Control,7.0,4.0,0.0880537827809651,Unknown Session,1733390160.0
452,R_8qkylSKLZxexxeN,False,,,,No conversation data,Control,10.0,0.0,0.0,,
453,R_81MDAtRBFJv8Q3U,False,,AutoID_BFJv8Q3U,,Missing conversation,Control,11.0,0.0,0.0,Session 1,1732769940.0
454,R_8pKbjDqWlXRFrA2,False,,,,No conversation data,Control,9.0,0.0,0.0,,
455,R_2ty5qZrz4TrEl8Z,False,,,,No conversation data,Control,11.0,0.0,0.0,,
456,R_2JrXocJuioWUqms,True,674f446a-adb8-8012-b8cb-6fc1d66e7443,,Timestamp,Duplicate,Control,11.0,73.0,0.0,Unknown Session,1733207820.0
457,R_8En0jGtCK6qhjAG,True,674eda77-ed70-8009-a559-1b3a655d0301,Generated_03122024_1116,PromptData,Recovered from promptdata,Control,6.0,26.0,19.792059818903606,Unknown Session,1733212380.0
458,R_8PgHiqSa1E67IN8,True,674f2642-1878-8013-86e8-de911110213f,Generated_03122024_1639,PromptData,Recovered from promptdata,Control,8.0,2.0,0.0140609502792358,Unknown Session,1733216880.0
459,R_2wt6uB8TuCInl7b,True,674f1434-518c-800e-817a-ba555304ea7c,Generated_03122024_1522,PromptData,Recovered from promptdata,Control,8.0,2.0,0.080948531627655,Unknown Session,1733221500.0
460,R_208DZoTvPHlJ1RX,True,67502ea9-dc54-8010-b2d8-ea694edf9f3c,,Timestamp,Duplicate,Control,8.0,22.0,0.0,Unknown Session,1733279220.0
461,R_2ZNS8HsCLmB5EUV,False,,,,No conversation data,Control,9.0,0.0,0.0,,
462,R_2mkEZX34hwiSiSz,False,,,,No conversation data,Control,8.0,0.0,0.0,,
463,R_8YXRJf49vrFqNWx,True,675084b1-6470-8005-a7c2-d6e09f7aba9e,,Timestamp,Duplicate,Control,3.0,9.0,0.0,Unknown Session,1733294160.0
464,R_2n9hSCUMDNG9qMD,False,,,,No conversation data,Control,8.0,0.0,0.0,,
465,R_89WctOcPECzzJVT,True,6750943f-9ff0-8012-8822-5d7109720cea,Generated_04122024_1841,PromptData,Recovered from promptdata,Control,10.0,50.0,25.190930700302125,Unknown Session,1733303400.0
466,R_8gNGFlkydMIM6iH,True,67517e13-1904-8012-a7e8-2a39232af4c3,,Timestamp,Duplicate,Control,7.0,20.0,0.0,Unknown Session,1733366340.0
467,R_8oSd4LTkRUXYFHq,True,67517f0f-a154-8010-adc4-0af2eb622e66,Generated_05122024_1123,PromptData,Recovered from promptdata,Control,8.0,26.0,13.643899548053742,Unknown Session,1733385240.0
468,R_2EsdNhwmGwStrCA,False,,,,No conversation data,Control,6.0,0.0,0.0,,
469,R_2qnnHd3C995YD1D,False,,AutoID_C995YD1D,,Missing conversation,Control,5.0,0.0,0.0,Session 1,1732769940.0
470,R_8OdedU6aM559xQd,True,674edca8-7b48-800c-8a6a-03f593c1306a,,Timestamp,Duplicate,Control,8.0,16.0,0.0,Unknown Session,1733192760.0
471,R_2urcGBclQxr4idP,False,,,,No conversation data,Control,9.0,0.0,0.0,,
472,R_2hTlq898m3bI9YI,False,,,,No conversation data,Control,8.0,0.0,0.0,,
473,R_80YhI7hkSU6T3CP,True,674f3329-4194-8012-9a83-547749411f84,,Timestamp,Duplicate,Control,8.0,48.0,0.0,Unknown Session,1733207820.0
474,R_8n3mh8IEdAZm92a,True,674da4e4-ee00-8009-9d26-98c351663e12,Generated_02122024_1315,PromptData,Recovered from promptdata,Control,6.0,69.0,18.648652120431265,Unknown Session,1733212380.0
475,R_8mhdP6CyIU8WEgN,True,674f0f1a-bdd4-8013-add0-2f0d8ba99146,Generated_03122024_1500,PromptData,Recovered from promptdata,Control,9.0,36.0,12.68774146636327,Unknown Session,1733216880.0
476,R_2xVkum1kdyE7pLx,True,674f009d-2098-800e-afec-4d08c111242c,Generated_03122024_1359,PromptData,Recovered from promptdata,Control,,22.0,11.12850468158722,Unknown Session,1733221500.0
477,R_2Myusren8MG4757,False,,,,No conversation data,Control,8.0,0.0,0.0,,
478,R_8R9pC38a9gJdzTl,False,,,,No conversation data,Control,8.0,0.0,0.0,,
479,R_2nPUBmftSMSznZD,False,,,,No conversation data,Control,9.0,0.0,0.0,,
480,R_8ZTwe32nrTweQVl,False,,,,No conversation data,Control,8.0,0.0,0.0,,
481,R_2EF42HDgtOQxAiI,True,67505069-1d8c-8008-a9b8-0ac732c5f8e3,Generated_04122024_1351,PromptData,Recovered from promptdata,Control,10.0,34.0,18.81884298324585,Unknown Session,1733298960.0
482,R_8VWI4HezWPs2f05,True,675087a2-a574-8012-945a-595f1aaeeb2d,Generated_04122024_1747,PromptData,Recovered from promptdata,Control,10.0,12.0,4.189482049147288,Unknown Session,1733303400.0
483,R_83wHZKkSPlfRc89,False,,,,No conversation data,Control,10.0,0.0,0.0,,
484,R_8oCa3r9CHLKGD8i,False,,,,No conversation data,Control,11.0,0.0,0.0,,
485,R_2LvxqPv2vr55MN9,True,6751d622-5e60-8008-9f27-4fa8a6609445,Generated_05122024_1734,PromptData,Recovered from promptdata,Control,8.0,52.0,22.82940444946289,Unknown Session,1733390160.0
486,R_8Wai7DpJtvLPrNf,False,,,,No conversation data,Control,11.0,0.0,0.0,,
487,R_2LXNfTdzI1qkRKp,False,,AutoID_zI1qkRKp,,Missing conversation,Control,6.0,0.0,0.0,Session 1,1732769940.0
488,R_8CFxANC85q5otax,True,674da459-1424-8005-b712-9a1b27814535,Generated_02122024_1313,PromptData,Recovered from promptdata,Control,8.0,76.0,19.79195679823557,Unknown Session,1733112600.0
489,R_8pTTRcCUUhS5TDH,False,,,,No conversation data,Control,9.0,0.0,0.0,,
490,R_2cTCwoGdIN4g5Nl,False,,,,No conversation data,Control,6.0,0.0,0.0,,
491,R_8CdDHgLRZS3Dz4l,False,,,,No conversation data,Control,8.0,0.0,0.0,,
492,R_27dNoKMyQVtxO0q,False,,,,No conversation data,Control,2.0,0.0,0.0,,
493,R_8purCG9oK68vkZP,True,674f465c-fa58-8005-a894-dca15fd44a29,Generated_03122024_1856,PromptData,Recovered from promptdata,Control,10.0,2.0,0.0743242343266805,Unknown Session,1733212380.0
494,R_27st177KTqr6NU5,True,674f0072-bbe4-8013-8c53-894a492b8567,Generated_03122024_1358,PromptData,Recovered from promptdata,Control,10.0,22.0,13.433180503050488,Unknown Session,1733216880.0
495,R_2pmXYMLknxtVcyb,True,674eecb4-944c-800e-999a-691db58c1d1e,Generated_03122024_1234,PromptData,Recovered from promptdata,Control,9.0,45.0,17.807589447498323,Unknown Session,1733221500.0
496,R_2zdcJbyfVO7kRGh,False,,,,No conversation data,Control,8.0,0.0,0.0,,
497,R_80ZtD40wP3ItUrh,False,,,,No conversation data,Control,2.0,0.0,0.0,,
498,R_8PoLy8scMlZrsdo,False,,,,No conversation data,Control,11.0,0.0,0.0,,
499,R_8B2KBdzvmuP45Q2,False,,,,No conversation data,Control,8.0,0.0,0.0,,
500,R_8cbaPl7MRdOxheO,False,,,,No conversation data,Control,8.0,0.0,0.0,,
501,R_2JEZBTEcw4mJVlV,True,6750750f-0f20-8012-b80b-9035766db89c,Generated_04122024_1628,PromptData,Recovered from promptdata,Control,8.0,4.0,0.1134844819704691,Unknown Session,1733303400.0
502,R_2Pdnd6bKm1jZF17,True,67506146-7dc0-800e-b6a7-a70abd56437c,Generated_04122024_1503,PromptData,Recovered from promptdata,Control,6.0,42.0,12.8631476521492,Unknown Session,1733307600.0
503,R_8tAnHIWHCZkVKQE,False,,,,No conversation data,Control,8.0,0.0,0.0,,
504,R_2pmbN49kWzDBJXH,True,6751c410-6dbc-8008-8b11-eddcaeeab736,Generated_05122024_1617,PromptData,Recovered from promptdata,Control,10.0,24.0,17.59642666975657,Unknown Session,1733390160.0
505,R_8eFvjN6kbfuGmwz,False,,,,No conversation data,Control,7.0,0.0,0.0,,
506,R_2pWcpDrHA4jyEmY,True,674861b0-3b10-8007-b71d-5cc92f8a90f9,Generated_28112024_1327,PromptData,Recovered from promptdata,Control,9.0,45.0,16.106230302651724,Session 1,1732770360.0
507,R_2IQpl4XWeCCizE0,False,,,,No conversation data,Control,9.0,0.0,0.0,,
508,R_8v1zzh1XTJu1TsI,False,,,,No conversation data,Control,7.0,0.0,0.0,,
509,R_2qERuXFUEA8U2kw,True,674f00ca-67e0-8012-afcb-c3ff1beb6ad1,,Timestamp,Complete,Control,7.0,33.0,0.0,Unknown Session,1733199180.0
510,R_2sdcKrRCZNxuoqX,False,,,,No conversation data,Control,5.0,0.0,0.0,,
511,R_8l3vWfYDKn9pYtw,False,,,,No conversation data,Control,9.0,0.0,0.0,,
512,R_8aykUkVkxS42AzP,True,674f0155-3814-8005-83c1-f9839e761850,Generated_03122024_1402,PromptData,Recovered from promptdata,Control,11.0,10.0,12.080318550268808,Unknown Session,1733212380.0
513,R_2gF4x1YB5DztTmV,True,674eed5d-c0a8-8013-8c85-637b49e17a57,Generated_03122024_1237,PromptData,Recovered from promptdata,Control,9.0,35.0,12.376221136252086,Unknown Session,1733216880.0
514,R_8ha6ZVW6QMiN0pK,True,674f46c9-7818-8002-9686-b8b8c1e64e5a,Generated_03122024_1858,PromptData,Recovered from promptdata,Control,10.0,6.0,4.270820415019989,Unknown Session,1733221500.0
515,R_2jBd1qNxBEYs3F9,True,67502ec8-82f0-800d-8a37-12050f4b1b9b,,Timestamp,Duplicate,Control,8.0,16.0,0.0,Unknown Session,1733279220.0
516,R_2yN8v2LqqTdkyKl,False,,,,No conversation data,Control,6.0,0.0,0.0,,
517,R_8kiYSGuwQWpqUrk,False,,,,No conversation data,Control,8.0,0.0,0.0,,
518,R_2P4w0Cz17dCvnh0,False,,,,No conversation data,Control,10.0,0.0,0.0,,
519,R_2ghdFpN9F0a1zP2,False,,,,No conversation data,Control,10.0,0.0,0.0,,
520,R_2yswPq1NyOcpelO,True,67505457-b44c-8012-a342-746116ceb0e0,Generated_04122024_1408,PromptData,Recovered from promptdata,Control,8.0,4.0,0.7344968318939209,Unknown Session,1733303400.0
521,R_2IKiR2a1mXUMsDf,True,675053e5-19cc-800e-8d5f-eb3994efb5da,Generated_04122024_1406,PromptData,Recovered from promptdata,Control,8.0,2.0,0.1422393321990966,Unknown Session,1733307600.0
522,R_8D7P7SinXxvbYaQ,False,,,,No conversation data,Control,7.0,0.0,0.0,,
523,R_8fcGK8GlBXkD70d,False,,,,No conversation data,Control,8.0,0.0,0.0,,
524,R_8HhjOWYe51N2WJE,True,67518181-ebcc-8008-8713-202feec43ad6,Generated_05122024_1133,PromptData,Recovered from promptdata,Control,6.0,22.0,6.125473515192668,Unknown Session,1733390160.0
525,R_8ea29M7H225WKEs,False,,,,No conversation data,Control,8.0,0.0,0.0,,
526,R_84CtwNacDxM9twD,True,67486167-eb50-8012-87b0-b6efa6917ac2,Generated_28112024_1326,PromptData,Recovered from promptdata,Control,9.0,40.0,15.421157201131184,Session 1,1732770300.0
527,R_2HcFKra4XYt3kKB,False,,,,No conversation data,Control,9.0,0.0,0.0,,
528,R_8QY5iCwjHjrVSoP,True,674f009d-2098-800e-afec-4d08c111242c,,Timestamp,Duplicate,Control,9.0,24.0,0.0,Unknown Session,1733199180.0
529,R_8YDEG5RNMG6cNtB,False,,,,No conversation data,Control,8.0,0.0,0.0,,
530,R_8qWFjRSAvejpHTZ,False,,,,No conversation data,Control,9.0,0.0,0.0,,
